timestamp,engine_id,cycle,temperature,pressure,vibration,rpm,torque,fuel_flow,failure
2024-01-01 00:00:00,52,1,48.46550148873116,60.53517509292046,4.047980638714948,3431.7554113035612,44.41089821154923,231.1740482511594,0
2024-01-01 01:00:00,93,2,61.507032746667285,120.44366288043886,1.4377054320259832,3300.063308087987,53.576078081572575,205.5755110273193,0
2024-01-01 02:00:00,15,3,46.70448122004538,82.35727113893756,6.869582145284214,3244.8864857248905,51.17851941921754,190.7038334273966,0
2024-01-01 03:00:00,72,4,43.50711338638989,98.95143095815237,5.105282058200959,3118.4503378771637,50.760020308156264,212.66708720715098,0
2024-01-01 04:00:00,61,5,54.20798888827516,123.37577976773795,6.245989403550658,2578.577818274406,79.59517182407083,263.0195436948411,0
2024-01-01 05:00:00,21,6,49.234640607315995,93.92065499244136,2.6848241403030935,3165.6169741799504,53.87073295785429,204.28891587561603,0
2024-01-01 06:00:00,83,7,37.944713953892624,103.90438580755142,6.709593673303967,2995.1536113278426,39.507915730268415,221.53183795656997,0
2024-01-01 07:00:00,87,8,68.17368329781849,112.22454849769001,6.110753631615436,3136.1443517344087,61.60377752171203,221.03927620087958,0
2024-01-01 08:00:00,75,9,43.73016226228363,100.4507707805916,3.8963349156240703,3254.1953428950824,71.04493902804208,202.2233866047502,0
2024-01-01 09:00:00,75,10,59.27591521174214,119.51664179391001,7.5885404995619545,3208.549173674198,29.66586087199966,212.974094381037,1
2024-01-01 10:00:00,88,11,58.418566293964815,110.58091521946092,2.8938102587936365,3108.3450056368174,30.50363214802793,210.61929593228788,0
2024-01-01 11:00:00,100,12,37.40537235085643,86.58962934763815,6.910338263219916,3080.483873732227,48.972479219374094,206.53621045707783,0
2024-01-01 12:00:00,24,13,39.97612355383515,110.97642087540204,5.917364556088616,2960.106890559066,68.01971102078237,169.3203244963491,0
2024-01-01 13:00:00,3,14,46.98490660299872,99.4845682956362,4.825776154867216,2822.857047645325,37.69701450596531,174.10107075525704,0
2024-01-01 14:00:00,22,15,41.34353455421683,99.55651973303989,6.394708428585595,2975.1476009304356,44.14989359274795,189.08549890334086,0
2024-01-01 15:00:00,53,16,67.26456371878689,104.98627153495211,6.848026710594836,2612.5488431601216,38.8905411810899,167.0169449813207,0
2024-01-01 16:00:00,2,17,47.99824363201488,113.80819539129115,5.9558546348115655,2773.074037783731,43.88702077544275,185.34769863152786,0
2024-01-01 17:00:00,88,18,58.897490428140685,85.55983992932825,7.085154473721275,2974.5467264099875,40.05931268164557,187.4338529119006,0
